"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"1311","Cluster_4640","evm.TU.chromosome_9.1722",0.254509305680006,0.293025826088923,0.829943857140753,176,-22.37,"2 17","20 41",15,"93.33%","100.00%","sp|Q6NV18|NHEJ1_DANRE",1.31e-28,"Non-homologous end-joining factor 1 OS=Danio rerio GN=nhej1 PE=2 SV=1","tr|A0A2B4RTZ5|A0A2B4RTZ5_STYPI",1.88e-174,"Non-homologous end-joining factor 1 OS=Stylophora pistillata GN=nhej1 PE=4 SV=1","gb|PFX20289.1|",2.91e-174,"non-homologous end-joining factor 1-like [Stylophora pistillata]","GO:0032807; GO:0070419; GO:0045027; GO:0006310; GO:0006303","GO:0005634; GO:0003677; GO:0006310; GO:0006302"
"1312","Cluster_1663","evm.TU.chromosome_13.2528",-0.104508533301847,0.670264427450947,0.944479026400009,162,-23.9,"2 21","187 207",19,"78.95%","78.95%","sp|O73755|GREM1_CHICK",7.87e-20,"Gremlin-1 OS=Gallus gallus GN=GREM1 PE=2 SV=1","tr|D2XMT5|D2XMT5_SACKO",1.02e-26,"Gremlin292 OS=Saccoglossus kowalevskii PE=2 SV=1","ref|XP_020626763.1|",1.56e-67,"gremlin-2-like [Orbicella faveolata]","GO:0009986; GO:0005615; GO:0036122; GO:0005125; GO:0042803; GO:0030297; GO:0043184; GO:0001658; GO:0002042; GO:0000902; GO:0007267; GO:0030199; GO:0048263; GO:0030326; GO:0060173; GO:0003337; GO:0043066; GO:0030514; GO:1900158; GO:0046851; GO:1900155; GO:0090191; GO:0090090; GO:0032331; GO:0045668; GO:0033689; GO:0090291; GO:0060394; GO:0045892; GO:0045766; GO:0090190; GO:2000727; GO:0008284; GO:0042346; GO:0051092; GO:1900086; GO:0002092; GO:0051973; GO:0003257; GO:0009954; GO:0010717; GO:0051893; GO:0060676","GO:0005576"
"1313","Cluster_1453","evm.TU.chromosome_13.444",0.0214945309769242,0.930400196146238,0.990577060178079,162,-23.17,"2 21","753 773",19,"73.68%","84.21%","sp|Q3KR37|GRM1B_HUMAN",1.93e-32,"GRAM domain-containing protein 1B OS=Homo sapiens GN=GRAMD1B PE=1 SV=1","tr|A0A2B4STP7|A0A2B4STP7_STYPI",4.19e-41,"GRAM domain-containing protein 1B OS=Stylophora pistillata GN=GRAMD1B PE=4 SV=1","ref|XP_022780379.1|",0,"GRAM domain-containing protein 2B-like [Stylophora pistillata]","GO:0016021; GO:0016020",""
"1314","Cluster_2972","evm.TU.chromosome_14.1228",-0.13989230047548,0.567863922487252,0.920758518221134,146,-20.59,"2 20","466 488",19,"68.42%","68.42%",NA,NA,NA,"tr|A0A2B4RX60|A0A2B4RX60_STYPI",6.36e-53,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene13744 PE=4 SV=1","ref|XP_022786273.1|",3.22e-69,"uncharacterized protein LOC111326527 isoform X2 [Stylophora pistillata]",NA,""
"1315","Cluster_3730","evm.TU.chromosome_2.754",-0.170514536188427,0.485218101321877,0.898193535050529,159,-20.96,"2 21","675 697",20,"75.00%","75.00%",NA,NA,NA,NA,NA,NA,"ref|XP_020610265.1|",2.85e-59,"uncharacterized protein LOC110048825 [Orbicella faveolata]",NA,NA
"1316","Cluster_2972","evm.TU.chromosome_6.2451",0.00492881686382699,0.984022905173389,0.997922079308881,140,-20.84,"2 9","830 851",7,"100.00%","100.00%","sp|Q70LM4|LGRD_BREPA",2.4e-150,"Linear gramicidin synthase subunit D OS=Brevibacillus parabrevis GN=lgrD PE=1 SV=1","tr|A0A2B4RNR5|A0A2B4RNR5_STYPI",0,"Linear gramicidin synthase subunit D OS=Stylophora pistillata GN=lgrD PE=4 SV=1","ref|XP_022801310.1|",0,"uncharacterized protein LOC111338999 isoform X2 [Stylophora pistillata]","GO:0016853; GO:0016874; GO:0016491; GO:0031177; GO:0017000","GO:0016491; GO:0031177"
"1317","Cluster_1453","evm.TU.chromosome_13.4161",0.15520481080721,0.525782823057394,0.909385601206528,154,-20.97,"2 21","433 450",19,"78.95%","78.95%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","Cluster_4425","evm.TU.chromosome_13.4166",-0.275704654572297,0.253246712238153,0.809434550640934,161,-24.09,"2 19","558 584",22,"72.73%","77.27%",NA,NA,NA,NA,NA,NA,"ref|XP_020620054.1|",2.62e-09,"uncharacterized protein LOC110057800 [Orbicella faveolata]",NA,NA
"1319","Cluster_4806","evm.TU.chromosome_13.4166",-0.0413962326372265,0.866376147413344,0.981085784604699,165,-21.35,"2 20","663 687",21,"76.19%","85.71%",NA,NA,NA,NA,NA,NA,"ref|XP_020620054.1|",2.62e-09,"uncharacterized protein LOC110057800 [Orbicella faveolata]",NA,NA
"1320","Cluster_5061","evm.TU.chromosome_10.807",0.0243172830240607,0.921285490540662,0.989300200702554,167,-21.36,"2 21","901 923",20,"75.00%","85.00%","sp|P40313|CTRL_HUMAN",2.15e-58,"Chymotrypsin-like protease CTRL-1 OS=Homo sapiens GN=CTRL PE=2 SV=1","tr|A0A2B4RLI6|A0A2B4RLI6_STYPI",1.92e-152,"Chymotrypsinogen B OS=Stylophora pistillata GN=AWC38_SpisGene18464 PE=4 SV=1","gb|PFX17217.1|",2.98e-152,"chymotrypsinogen B-like [Stylophora pistillata]","GO:0005615; GO:0004252; GO:0007586; GO:0006508","GO:0004252"
"1321","Cluster_3331","evm.TU.chromosome_10.918_evm.TU.chromosome_10.906",-0.00223400505140049,0.992757971346074,0.999119945543062,153,-20.68,"2 20","604 629",22,"68.18%","77.27%","sp|B0DOB4|NPHP4_XENLA",0,"Nephrocystin-4 OS=Xenopus laevis GN=nphp4 PE=2 SV=1","tr|A0A1S3IWX5|A0A1S3IWX5_LINUN",0,"nephrocystin-4-like isoform X2 OS=Lingula unguis GN=LOC106168138 PE=4 SV=1","ref|XP_022783437.1|",0,"nephrocystin-4-like [Stylophora pistillata]","GO:0005737; GO:0005856; GO:0097730; GO:0090090","GO:0005856; GO:0097730; GO:0090090"
"1322","Cluster_3337","evm.TU.chromosome_10.918_evm.TU.chromosome_10.906",-0.114546166986544,0.640542359870133,0.937999550664922,153,-20.68,"2 20","604 629",22,"68.18%","77.27%","sp|B0DOB4|NPHP4_XENLA",0,"Nephrocystin-4 OS=Xenopus laevis GN=nphp4 PE=2 SV=1","tr|A0A1S3IWX5|A0A1S3IWX5_LINUN",0,"nephrocystin-4-like isoform X2 OS=Lingula unguis GN=LOC106168138 PE=4 SV=1","ref|XP_022783437.1|",0,"nephrocystin-4-like [Stylophora pistillata]","GO:0005737; GO:0005856; GO:0097730; GO:0090090","GO:0005856; GO:0097730; GO:0090090"
"1323","Cluster_3338","evm.TU.chromosome_10.918_evm.TU.chromosome_10.906",-0.117251722993094,0.632617580205093,0.936204746316929,153,-20.68,"2 20","604 629",22,"68.18%","77.27%","sp|B0DOB4|NPHP4_XENLA",0,"Nephrocystin-4 OS=Xenopus laevis GN=nphp4 PE=2 SV=1","tr|A0A1S3IWX5|A0A1S3IWX5_LINUN",0,"nephrocystin-4-like isoform X2 OS=Lingula unguis GN=LOC106168138 PE=4 SV=1","ref|XP_022783437.1|",0,"nephrocystin-4-like [Stylophora pistillata]","GO:0005737; GO:0005856; GO:0097730; GO:0090090","GO:0005856; GO:0097730; GO:0090090"
"1324","Cluster_4425","evm.TU.chromosome_10.1451",-0.179679894386955,0.461695174929226,0.891365531037979,166,-20.69,"2 21","134 157",21,"80.95%","80.95%",NA,NA,NA,"tr|A0A2B4SSR6|A0A2B4SSR6_STYPI",6.2e-172,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene3190 PE=4 SV=1","ref|XP_020616320.1|",0,"uncharacterized protein LOC110054284 [Orbicella faveolata]",NA,""
"1325","Cluster_3889","evm.TU.chromosome_2.40",0.20297497014517,0.404613439917259,0.873897840769799,159,-20.41,"2 20","198 218",18,"72.22%","77.78%",NA,NA,NA,"tr|A0A2B4SQ08|A0A2B4SQ08_STYPI",9.29e-91,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene3986 PE=4 SV=1","ref|XP_020611866.1|",6.52e-160,"uncharacterized protein LOC110050293 [Orbicella faveolata]",NA,""
"1326","Cluster_3406","evm.TU.chromosome_11.2414",-0.429115354730306,0.0667487687677265,0.61620571189178,148,-21.08,"2 13","620 641",11,"81.82%","90.91%","sp|Q96AY4|TTC28_HUMAN",0,"Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4","tr|A0A2B4RH71|A0A2B4RH71_STYPI",0,"Tetratricopeptide repeat protein 28 OS=Stylophora pistillata GN=TTC28 PE=4 SV=1","ref|XP_020616666.1|",0,"tetratricopeptide repeat protein 28-like [Orbicella faveolata]","GO:0005737; GO:0005815; GO:0030496; GO:0000922; GO:0019900; GO:0007049; GO:0051301; GO:0007346",""
"1327","Cluster_995","evm.TU.chromosome_11.2416",-0.190997797028882,0.433467536473612,0.88287813835181,168,-21.23,"2 21","526 547",19,"78.95%","78.95%","sp|Q96AY4|TTC28_HUMAN",3.9e-166,"Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4","tr|A0A2B4RH71|A0A2B4RH71_STYPI",0,"Tetratricopeptide repeat protein 28 OS=Stylophora pistillata GN=TTC28 PE=4 SV=1","ref|XP_020616666.1|",0,"tetratricopeptide repeat protein 28-like [Orbicella faveolata]","GO:0005737; GO:0005815; GO:0030496; GO:0000922; GO:0019900; GO:0007049; GO:0051301; GO:0007346",""
"1328","Cluster_998","evm.TU.chromosome_5.195",-0.239977862173018,0.322376898230028,0.843145602024666,166,-24.5,"2 20","532 553",19,"78.95%","84.21%","sp|Q09318|YQY2_CAEEL",6.51e-07,"Uncharacterized protein F36G3.2 OS=Caenorhabditis elegans GN=F36G3.2 PE=4 SV=1","tr|A0A2B4R8H9|A0A2B4R8H9_STYPI",1.49e-92,"Uncharacterized protein F36G3.2 OS=Stylophora pistillata GN=F36G3.2 PE=4 SV=1","ref|XP_020605027.1|",1.34e-145,"uncharacterized protein LOC110043870 [Orbicella faveolata]","GO:0008080","GO:0008080"
"1329","Cluster_449","evm.TU.chromosome_10.3261",0.408840762333493,0.0822096541313491,0.646906909305258,156,-20.67,"2 21","857 878",19,"68.42%","73.68%","sp|Q1RMP7|PPIL6_BOVIN",2.48e-82,"Peptidyl-prolyl cis-trans isomerase-like 6 OS=Bos taurus GN=PPIL6 PE=2 SV=1","tr|A0A2B4SVG9|A0A2B4SVG9_STYPI",1.51e-157,"Peptidyl-prolyl cis-trans isomerase-like 6 OS=Stylophora pistillata GN=PPIL6 PE=4 SV=1","ref|XP_020622890.1|",5.41e-159,"peptidyl-prolyl cis-trans isomerase-like 6 [Orbicella faveolata]","GO:0003755","GO:0003755"
"1330","Cluster_9000","evm.TU.chromosome_2.102",0.0909500052589349,0.711161369699278,0.953088919813078,168,-22.38,"2 17","514 535",15,"86.67%","93.33%","sp|Q9XSM3|TRPV5_RABIT",8.71e-65,"Transient receptor potential cation channel subfamily V member 5 OS=Oryctolagus cuniculus GN=Trpv5 PE=1 SV=1","tr|A0A2B4S957|A0A2B4S957_STYPI",0,"Transient receptor potential cation channel subfamily V member 6 OS=Stylophora pistillata GN=TRPV6 PE=4 SV=1","ref|XP_022791451.1|",0,"transient receptor potential cation channel subfamily V member 6-like isoform X1 [Stylophora pistillata]","GO:0016324; GO:0005887; GO:0005262; GO:0005516; GO:0046872; GO:0055074; GO:0006816; GO:0051262; GO:0035809","GO:0016021; GO:0005216"
"1331","Cluster_9000","evm.TU.chromosome_2.101",0.349163539968565,0.142859473927854,0.728886797068121,168,-22.38,"2 17","926 947",15,"86.67%","93.33%",NA,NA,NA,"tr|A0A2B4S6W6|A0A2B4S6W6_STYPI",2.62e-17,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene10257 PE=4 SV=1","ref|XP_020621896.1|",1.09e-54,"uncharacterized protein LOC110059530 [Orbicella faveolata]",NA,""
"1332","Cluster_8986","evm.TU.chromosome_14.6899",0.264447765424148,0.273924567508262,0.820317011452917,157,-20.02,"2 20","708 732",21,"71.43%","80.95%","sp|Q80V03|ADCK5_MOUSE",2.42e-58,"Uncharacterized aarF domain-containing protein kinase 5 OS=Mus musculus GN=Adck5 PE=2 SV=2","tr|A7RMH8|A7RMH8_NEMVE",8.88e-114,"Predicted protein OS=Nematostella vectensis GN=v1g179780 PE=4 SV=1","gb|EDO47347.1|",1.38e-113,"predicted protein [Nematostella vectensis]","GO:0016021; GO:0005739; GO:0004674",""
"1333","Cluster_3406","evm.TU.chromosome_8.2766",-0.0609915166282458,0.804105352835561,0.970604156851557,167,-20.75,"2 20","286 307",18,"77.78%","83.33%",NA,NA,NA,"tr|A0A2B4T167|A0A2B4T167_STYPI",6.76e-124,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene704 PE=4 SV=1","ref|XP_020610563.1|",0,"uncharacterized protein LOC110049129 [Orbicella faveolata]",NA,""
"1334","Cluster_1453","evm.TU.chromosome_14.6765",0.244893693558797,0.312259293466908,0.838793766669325,156,-21.61,"2 20","300 319",18,"72.22%","83.33%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","Cluster_3423","evm.TU.chromosome_5.2538",-0.398328279927374,0.0911931972853913,0.662747298853815,169,-23.33,"2 18","303 324",16,"81.25%","93.75%","sp|E7F211|TTC17_DANRE",1.94e-55,"Tetratricopeptide repeat protein 17 OS=Danio rerio GN=ttc17 PE=3 SV=1","tr|K1S1I1|K1S1I1_CRAGI",1.39e-77,"Tetratricopeptide repeat protein 17 OS=Crassostrea gigas GN=CGI_10026556 PE=4 SV=1","ref|XP_020620560.1|",0,"uncharacterized protein LOC110058280 [Orbicella faveolata]","GO:0015629; GO:0005737; GO:0005886; GO:0030041; GO:0044782; GO:0061371",""
"1336","Cluster_3406","evm.TU.chromosome_6.339",0.135996992396171,0.578796998196565,0.923550050164304,156,-23.54,"2 21","848 869",19,"63.16%","78.95%",NA,NA,NA,"tr|A0A2B4RIY6|A0A2B4RIY6_STYPI",2.78e-62,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene18094 PE=4 SV=1","gb|PFX17571.1|",4.31e-62,"hypothetical protein AWC38_SpisGene18094 [Stylophora pistillata]",NA,""
"1337","Cluster_9000","evm.TU.chromosome_10.2584",0.0438220663466959,0.858618643468993,0.979846978063369,175,-23.91,"2 20","343 364",18,"83.33%","88.89%","sp|Q9JJ80|RPF2_MOUSE",1.52e-132,"Ribosome production factor 2 homolog OS=Mus musculus GN=Rpf2 PE=2 SV=2","tr|A0A2B4SS17|A0A2B4SS17_STYPI",0,"Ribosome production factor 2-like OS=Stylophora pistillata GN=Rpf2 PE=4 SV=1","ref|XP_020605600.1|",0,"ribosome production factor 2 homolog [Orbicella faveolata]","GO:0005730; GO:0005634; GO:0008097; GO:0000981; GO:0019843; GO:0000463; GO:1902570; GO:1901796; GO:0000027; GO:0042273",""
"1338","Cluster_1453","evm.TU.chromosome_10.2580",0.126286201266472,0.606435267558621,0.930188392974112,161,-20.35,"2 18","81 102",16,"75.00%","87.50%","sp|Q96AY4|TTC28_HUMAN",8.78e-70,"Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4","tr|A0A2B4RH71|A0A2B4RH71_STYPI",8.41e-152,"Tetratricopeptide repeat protein 28 OS=Stylophora pistillata GN=TTC28 PE=4 SV=1","ref|XP_020609542.1|",0,"tetratricopeptide repeat protein 28-like [Orbicella faveolata]","GO:0005737; GO:0005815; GO:0030496; GO:0000922; GO:0019900; GO:0007049; GO:0051301; GO:0007346",""
"1339","Cluster_9000","evm.TU.chromosome_10.2583",-0.131661851624082,0.591068970695293,0.926655074592709,175,-23.91,"2 20","445 466",18,"83.33%","88.89%",NA,NA,NA,"tr|A0A2B4SRH0|A0A2B4SRH0_STYPI",2.07e-127,"Spindle and kinetochore-associated protein 3 OS=Stylophora pistillata GN=ska3 PE=4 SV=1","ref|XP_020605599.1|",1.53e-170,"spindle and kinetochore-associated protein 3-like [Orbicella faveolata]",NA,"GO:0000940; GO:0007059"
"1340","Cluster_4425","evm.TU.chromosome_12.2576",0.204299290345954,0.401488629748223,0.872884541447272,161,-20.59,"2 19","455 477",18,"77.78%","83.33%","sp|Q969H0|FBXW7_HUMAN",5.57e-64,"F-box/WD repeat-containing protein 7 OS=Homo sapiens GN=FBXW7 PE=1 SV=1","tr|A7SVR9|A7SVR9_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g218233 PE=4 SV=1","ref|XP_020604751.1|",0,"F-box/WD repeat-containing protein 7-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005730; GO:0005654; GO:1990452; GO:0043234; GO:0019005; GO:0030332; GO:0042802; GO:0050816; GO:0030674; GO:0031625; GO:0097027; GO:0004842; GO:0006974; GO:0034644; GO:0055088; GO:0032876; GO:2000346; GO:0045746; GO:2000639; GO:0010868; GO:0045741; GO:0070374; GO:1903378; GO:1901800; GO:1903955; GO:0031398; GO:2000060; GO:0051443; GO:0043687; GO:0043161; GO:0000209; GO:0050821; GO:0016567; GO:1903146; GO:1902806; GO:0010883; GO:0032880; GO:0031146; GO:0007062; GO:0001944; GO:0016032",""
"1341","Cluster_4646","evm.TU.chromosome_12.2571",0.23679388988458,0.329032426002815,0.846028724035087,157,-20.43,"2 21","215 236",20,"75.00%","80.00%",NA,NA,NA,"tr|A0A2B4RD06|A0A2B4RD06_STYPI",9.1e-74,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene20246 PE=4 SV=1","ref|XP_020604894.1|",8.59e-97,"uncharacterized protein LOC110043736 [Orbicella faveolata]",NA,"GO:0016021"
"1342","Cluster_1452","evm.TU.chromosome_9.493",-0.229034386565253,0.345587728422882,0.852878726715788,162,-22.67,"2 20","828 850",19,"73.68%","84.21%",NA,NA,NA,"tr|A7SB12|A7SB12_NEMVE",5.79e-16,"Predicted protein OS=Nematostella vectensis GN=v1g209516 PE=4 SV=1","gb|KXJ18959.1|",1.43e-37,"Sulfotransferase 1C2A [Exaiptasia pallida]",NA,"GO:0005739; GO:0003677; GO:0004871; GO:0051607; GO:0015074; GO:0006310"
"1343","Cluster_4531","evm.TU.chromosome_12.2390",0.368025289309735,0.121075635067544,0.704383399847212,170,-21.24,"2 15","151 172",13,"100.00%","100.00%","sp|A6H584|CO6A5_MOUSE",6.61e-15,"Collagen alpha-5(VI) chain OS=Mus musculus GN=Col6a5 PE=1 SV=4","tr|A0A2B4RI83|A0A2B4RI83_STYPI",5.88e-46,"Collagen alpha-1(XIV) chain OS=Stylophora pistillata GN=COL14A1 PE=4 SV=1","ref|XP_020616584.1|",2.6e-139,"cochlin-like [Orbicella faveolata]","GO:0005581; GO:0005576; GO:0005578; GO:0007155","GO:0005581"
"1344","Cluster_1663","evm.TU.chromosome_7.2373",0.199997276794601,0.411687513151791,0.875937749960694,171,-22.61,"2 21","586 608",20,"80.00%","85.00%","sp|P80109|PHLD_BOVIN",0,"Phosphatidylinositol-glycan-specific phospholipase D OS=Bos taurus GN=GPLD1 PE=1 SV=1","tr|A0A2B4SZP2|A0A2B4SZP2_STYPI",0,"Phosphatidylinositol-glycan-specific phospholipase D OS=Stylophora pistillata GN=GPLD1 PE=4 SV=1","ref|XP_020602414.1|",0,"phosphatidylinositol-glycan-specific phospholipase D-like [Orbicella faveolata]","GO:0005737; GO:0005615; GO:0034364; GO:0043231; GO:0005578; GO:0004621; GO:0017080; GO:0002042; GO:0071277; GO:0071397; GO:0035690; GO:0032869; GO:0071467; GO:0071401; GO:0002062; GO:0002430; GO:0006507; GO:0008286; GO:0008285; GO:0010897; GO:0001503; GO:0046470; GO:0010694; GO:0043065; GO:0045919; GO:0010595; GO:0010907; GO:0010983; GO:0035774; GO:0051044; GO:0051047; GO:0010867; GO:1900076; GO:0009749; GO:0070633","GO:0005576; GO:0004621"
"1345","Cluster_2972","evm.TU.chromosome_7.2370",-0.374421248931136,0.114256396737288,0.695784760124893,160,-22.35,"2 21","106 127",19,"68.42%","78.95%",NA,NA,NA,"tr|A0A2B4S7L0|A0A2B4S7L0_STYPI",1.05e-108,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene8685 PE=4 SV=1","ref|XP_020602398.1|",2.55e-149,"uncharacterized protein LOC110041456 isoform X1 [Orbicella faveolata]",NA,"GO:0016021; GO:0016810"
"1346","Cluster_4646","evm.TU.chromosome_7.1936",0.22707754025996,0.349837520874686,0.854627453761284,172,-23.04,"2 21","143 164",19,"73.68%","89.47%",NA,NA,NA,NA,NA,NA,"ref|XP_020621502.1|",2.85e-55,"uncharacterized protein LOC110059154 [Orbicella faveolata]",NA,NA
"1347","Cluster_4646","evm.TU.chromosome_7.1937",0.328599227565378,0.169567750399406,0.753791868209762,172,-23.04,"2 21","143 164",19,"73.68%","89.47%",NA,NA,NA,NA,NA,NA,"ref|XP_020607263.1|",2.29e-13,"titin homolog [Orbicella faveolata]",NA,NA
"1348","Cluster_4696","evm.TU.chromosome_3.1752",-0.146243166534517,0.550234228213331,0.916164293707775,156,-21.1,"2 21","972 994",21,"71.43%","85.71%",NA,NA,NA,"tr|A0A2B4RGU6|A0A2B4RGU6_STYPI",8.62e-115,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene18872 PE=4 SV=1","ref|XP_020624621.1|",4.2e-160,"uncharacterized protein LOC110062103 [Orbicella faveolata]",NA,""
"1349","Cluster_9000","evm.TU.chromosome_14.6285_evm.TU.chromosome_14.6286",0.0239718867211765,0.92240029777905,0.989453997645402,167,-21.11,"2 20","41 62",18,"77.78%","83.33%","sp|Q3V050|S47A2_MOUSE",1.47e-105,"Multidrug and toxin extrusion protein 2 OS=Mus musculus GN=Slc47a2 PE=1 SV=1","tr|A0A2B4RJX1|A0A2B4RJX1_STYPI",2.21e-122,"Multidrug and toxin extrusion protein 2 OS=Stylophora pistillata GN=Slc47a2 PE=4 SV=1","ref|XP_015779066.1|",0,"PREDICTED: multidrug and toxin extrusion protein 2-like [Acropora digitifera]","GO:0016021; GO:0015297; GO:0015238; GO:0006855","GO:0016021; GO:0015297; GO:0015238"
"1350","Cluster_4044","evm.TU.chromosome_5.2272",0.140901272448868,0.565046736526185,0.919983166141964,166,-23.67,"2 21","516 540",22,"77.27%","81.82%","sp|P59672|ANS1A_MOUSE",1.25e-71,"Ankyrin repeat and SAM domain-containing protein 1A OS=Mus musculus GN=Anks1a PE=1 SV=3","tr|A0A2B4SUG9|A0A2B4SUG9_STYPI",0,"Ankyrin repeat and sterile alpha motif domain-containing protein 1B OS=Stylophora pistillata GN=ANKS1B PE=4 SV=1","gb|PFX32045.1|",0,"ankyrin repeat and SAM domain-containing protein 1A-like isoform X1 [Stylophora pistillata]","GO:0005829; GO:0043005; GO:0005654; GO:0046875; GO:0048013; GO:2000059; GO:0016322; GO:1901187; GO:0006929",""
"1351","Cluster_1452","evm.TU.chromosome_3.459",-0.33813723234976,0.15678785671275,0.742387139004041,161,-20.35,"2 19","482 505",19,"73.68%","84.21%","sp|P35059|H4_ACRFO",2.22e-67,"Histone H4 OS=Acropora formosa PE=3 SV=2","tr|A0A1B3IQW5|A0A1B3IQW5_HYDEC",3.82e-65,"Histone H4 OS=Hydractinia echinata PE=2 SV=1","ref|XP_016388190.1|",2.26e-65,"PREDICTED: histone H4-like [Sinocyclocheilus rhinocerous]","GO:0000786; GO:0005634; GO:0003677; GO:0046982; GO:0006352; GO:0006334","GO:0000786; GO:0005634; GO:0003677; GO:0046982; GO:0006352; GO:0006334"
"1352","Cluster_4646","evm.TU.chromosome_11.1614",0.289107582292057,0.229951310571924,0.796219262159462,172,-21.91,"2 21","469 490",19,"68.42%","94.74%",NA,NA,NA,"tr|A0A0G2L6S5|A0A0G2L6S5_DANRE",4.23e-39,"Uncharacterized protein OS=Danio rerio PE=4 SV=1","gb|KXJ07228.1|",5.74e-35,"Transposon TX1 uncharacterized 149 kDa protein [Exaiptasia pallida]",NA,"GO:0003964"
"1353","Cluster_995","evm.TU.chromosome_7.1797_evm.TU.chromosome_7.1799",0.217350499812341,0.371405464673532,0.862494426476902,172,-22.94,"2 21","807 828",19,"78.95%","84.21%","sp|Q5F415|TBC23_CHICK",0,"TBC1 domain family member 23 OS=Gallus gallus GN=TBC1D23 PE=2 SV=1","tr|A0A2B4RHU3|A0A2B4RHU3_STYPI",0,"TBC1 domain family member 23 OS=Stylophora pistillata GN=TBC1D23 PE=4 SV=1","ref|XP_020614016.1|",0,"TBC1 domain family member 23-like [Orbicella faveolata]","GO:0005794; GO:1990403",""
"1354","Cluster_2003","evm.TU.chromosome_14.1039",-0.41875217136878,0.0743530283776499,0.632291645180226,147,-22.88,"2 16","120 141",14,"71.43%","78.57%","sp|O00124|UBXN8_HUMAN",4.12e-19,"UBX domain-containing protein 8 OS=Homo sapiens GN=UBXN8 PE=1 SV=2","tr|A0A2B4RB12|A0A2B4RB12_STYPI",8.49e-51,"UBX domain-containing protein 8 OS=Stylophora pistillata GN=UBXN8 PE=4 SV=1","gb|PFX13999.1|",1.32e-50,"UBX domain-containing protein 8 [Stylophora pistillata]","GO:0005783; GO:0030176; GO:0005730; GO:0005654; GO:0007338; GO:0030433",""
"1355","Cluster_2972","evm.TU.chromosome_7.884",0.0357562069197395,0.884456353171039,0.983941436292126,140,-21.15,"2 9","496 517",7,"100.00%","100.00%","sp|Q99MN9|PCCB_MOUSE",1.28e-160,"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus GN=Pccb PE=1 SV=2","tr|A7SED5|A7SED5_NEMVE",1.38e-178,"Predicted protein OS=Nematostella vectensis GN=v1g188859 PE=4 SV=1","ref|XP_023226183.1|",0,"propionyl-CoA carboxylase beta chain, mitochondrial-like [Centruroides sculpturatus]","GO:0005759; GO:0005739; GO:0005524; GO:0016421; GO:0004658; GO:0009062","GO:0016421; GO:0009062"
"1356","Cluster_4696","evm.TU.chromosome_11.1009",0.120889154123857,0.622023509186958,0.933636183670843,165,-23.56,"2 21","278 299",20,"80.00%","85.00%",NA,NA,NA,"tr|K7E5D9|K7E5D9_MONDO",1.15e-08,"Uncharacterized protein OS=Monodelphis domestica GN=LOC100019770 PE=4 SV=1","ref|XP_020893543.1|",1.16e-37,"uncharacterized protein LOC110232665 [Exaiptasia pallida]",NA,""
"1357","Cluster_3889","evm.TU.chromosome_14.6563",-0.132814423064704,0.58779566460972,0.92591790112212,155,-22,"2 20","764 782",18,"72.22%","88.89%",NA,NA,NA,"tr|A0A2B4STB3|A0A2B4STB3_STYPI",2.18e-136,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene2919 PE=4 SV=1","ref|XP_020609545.1|",0,"titin homolog [Orbicella faveolata]",NA,""
