"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","mRNA_log2FoldChange","mRNA_padj","mRNA_DE","mRNA_comparison","miRNA_log2FoldChange","miRNA_padj","miRNA_DE","miRNA_comparison","NCBI_Description","Swiss.Prot_Description","score","energy","query_similar","subject_similar","total_bp_shared","GO_Swiss.Prot","GO_Trembl","direction"
"351","evm.TU.chromosome_8.1710","GO:0000977","RNA polymerase II transcription regulatory region s...",243,1,0.42,0.02562,"Molecular Functions",152,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.25905397958945,0.0072355805256358,"Y","TP0_v_TP7_amb",-1.43752424408771,0.0214214929992694,"Y","TP0_v_TP5_amb","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"352","evm.TU.chromosome_8.1710","GO:0000977","RNA polymerase II transcription regulatory region s...",243,1,0.42,0.02562,"Molecular Functions",153,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.25905397958945,0.0072355805256358,"Y","TP0_v_TP7_amb",-2.10050778544854,1.3110905696035e-05,"Y","TP0_v_TP5_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"353","evm.TU.chromosome_8.1710","GO:0000977","RNA polymerase II transcription regulatory region s...",243,1,0.42,0.02562,"Molecular Functions",154,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.25905397958945,0.0072355805256358,"Y","TP0_v_TP7_amb",-1.90572928544964,0.00012330016261007,"Y","TP0_v_TP7_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"354","evm.TU.chromosome_8.1710","GO:0000977","RNA polymerase II transcription regulatory region s...",243,1,0.42,0.02562,"Molecular Functions",155,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.85443021172155,2.57134984267938e-05,"Y","TP0_v_TP5_heat",-1.43752424408771,0.0214214929992694,"Y","TP0_v_TP5_amb","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"355","evm.TU.chromosome_8.1710","GO:0000977","RNA polymerase II transcription regulatory region s...",243,1,0.42,0.02562,"Molecular Functions",156,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.85443021172155,2.57134984267938e-05,"Y","TP0_v_TP5_heat",-2.10050778544854,1.3110905696035e-05,"Y","TP0_v_TP5_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"356","evm.TU.chromosome_8.1710","GO:0000977","RNA polymerase II transcription regulatory region s...",243,1,0.42,0.02562,"Molecular Functions",157,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.85443021172155,2.57134984267938e-05,"Y","TP0_v_TP5_heat",-1.90572928544964,0.00012330016261007,"Y","TP0_v_TP7_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"357","evm.TU.chromosome_8.1710","GO:0000977","RNA polymerase II transcription regulatory region s...",243,1,0.42,0.02562,"Molecular Functions",158,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.33988635978341,0.00103161828332309,"Y","TP0_v_TP7_heat",-1.43752424408771,0.0214214929992694,"Y","TP0_v_TP5_amb","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"358","evm.TU.chromosome_8.1710","GO:0000977","RNA polymerase II transcription regulatory region s...",243,1,0.42,0.02562,"Molecular Functions",159,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.33988635978341,0.00103161828332309,"Y","TP0_v_TP7_heat",-2.10050778544854,1.3110905696035e-05,"Y","TP0_v_TP5_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"359","evm.TU.chromosome_8.1710","GO:0000977","RNA polymerase II transcription regulatory region s...",243,1,0.42,0.02562,"Molecular Functions",160,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.33988635978341,0.00103161828332309,"Y","TP0_v_TP7_heat",-1.90572928544964,0.00012330016261007,"Y","TP0_v_TP7_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"360","evm.TU.chromosome_8.1710","GO:0001228","DNA-binding transcription activator activity, RNA p...",54,1,0.09,0.00575,"Molecular Functions",152,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.25905397958945,0.0072355805256358,"Y","TP0_v_TP7_amb",-1.43752424408771,0.0214214929992694,"Y","TP0_v_TP5_amb","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"361","evm.TU.chromosome_8.1710","GO:0001228","DNA-binding transcription activator activity, RNA p...",54,1,0.09,0.00575,"Molecular Functions",153,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.25905397958945,0.0072355805256358,"Y","TP0_v_TP7_amb",-2.10050778544854,1.3110905696035e-05,"Y","TP0_v_TP5_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"362","evm.TU.chromosome_8.1710","GO:0001228","DNA-binding transcription activator activity, RNA p...",54,1,0.09,0.00575,"Molecular Functions",154,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.25905397958945,0.0072355805256358,"Y","TP0_v_TP7_amb",-1.90572928544964,0.00012330016261007,"Y","TP0_v_TP7_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"363","evm.TU.chromosome_8.1710","GO:0001228","DNA-binding transcription activator activity, RNA p...",54,1,0.09,0.00575,"Molecular Functions",155,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.85443021172155,2.57134984267938e-05,"Y","TP0_v_TP5_heat",-1.43752424408771,0.0214214929992694,"Y","TP0_v_TP5_amb","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"364","evm.TU.chromosome_8.1710","GO:0001228","DNA-binding transcription activator activity, RNA p...",54,1,0.09,0.00575,"Molecular Functions",156,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.85443021172155,2.57134984267938e-05,"Y","TP0_v_TP5_heat",-2.10050778544854,1.3110905696035e-05,"Y","TP0_v_TP5_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"365","evm.TU.chromosome_8.1710","GO:0001228","DNA-binding transcription activator activity, RNA p...",54,1,0.09,0.00575,"Molecular Functions",157,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.85443021172155,2.57134984267938e-05,"Y","TP0_v_TP5_heat",-1.90572928544964,0.00012330016261007,"Y","TP0_v_TP7_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"366","evm.TU.chromosome_8.1710","GO:0001228","DNA-binding transcription activator activity, RNA p...",54,1,0.09,0.00575,"Molecular Functions",158,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.33988635978341,0.00103161828332309,"Y","TP0_v_TP7_heat",-1.43752424408771,0.0214214929992694,"Y","TP0_v_TP5_amb","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"367","evm.TU.chromosome_8.1710","GO:0001228","DNA-binding transcription activator activity, RNA p...",54,1,0.09,0.00575,"Molecular Functions",159,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.33988635978341,0.00103161828332309,"Y","TP0_v_TP7_heat",-2.10050778544854,1.3110905696035e-05,"Y","TP0_v_TP5_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"368","evm.TU.chromosome_8.1710","GO:0001228","DNA-binding transcription activator activity, RNA p...",54,1,0.09,0.00575,"Molecular Functions",160,"Cluster_3037",0.723851215251282,0.000458926548237712,0.115890848115467,-2.33988635978341,0.00103161828332309,"Y","TP0_v_TP7_heat",-1.90572928544964,0.00012330016261007,"Y","TP0_v_TP7_heat","interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1",171,-24.38,"77.78%","88.89%",18,"GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212","Positive"
"369","evm.TU.chromosome_9.823","GO:0005332","gamma-aminobutyric acid:sodium:chloride symporter a...",23,1,0.04,0.00245,"Molecular Functions",176,"Cluster_4831",0.511899593362567,0.025057015725135,0.473940354099905,-0.886975476882552,0.039743767805746,"Y","TP0_v_TP5_heat",-1.78087240123925,0.0119167492554888,"Y","TP0_v_TP7_heat","LOW QUALITY PROTEIN: sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata]","Sodium- and chloride-dependent GABA transporter 2 OS=Mus musculus GN=Slc6a13 PE=1 SV=1",159,-20.51,"72.73%","72.73%",22,"GO:0005887; GO:0005332; GO:0005215","GO:0016021; GO:0005328","Positive"
"370","evm.TU.chromosome_9.823","GO:0005332","gamma-aminobutyric acid:sodium:chloride symporter a...",23,1,0.04,0.00245,"Molecular Functions",177,"Cluster_4831",0.511899593362567,0.025057015725135,0.473940354099905,-0.87916341387817,0.0373944390969778,"Y","TP0_v_TP7_heat",-1.78087240123925,0.0119167492554888,"Y","TP0_v_TP7_heat","LOW QUALITY PROTEIN: sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata]","Sodium- and chloride-dependent GABA transporter 2 OS=Mus musculus GN=Slc6a13 PE=1 SV=1",159,-20.51,"72.73%","72.73%",22,"GO:0005887; GO:0005332; GO:0005215","GO:0016021; GO:0005328","Positive"
"371","evm.TU.chromosome_9.823","GO:0005328","neurotransmitter:sodium symporter activity",40,1,0.07,0.00426,"Molecular Functions",176,"Cluster_4831",0.511899593362567,0.025057015725135,0.473940354099905,-0.886975476882552,0.039743767805746,"Y","TP0_v_TP5_heat",-1.78087240123925,0.0119167492554888,"Y","TP0_v_TP7_heat","LOW QUALITY PROTEIN: sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata]","Sodium- and chloride-dependent GABA transporter 2 OS=Mus musculus GN=Slc6a13 PE=1 SV=1",159,-20.51,"72.73%","72.73%",22,"GO:0005887; GO:0005332; GO:0005215","GO:0016021; GO:0005328","Positive"
"372","evm.TU.chromosome_9.823","GO:0005328","neurotransmitter:sodium symporter activity",40,1,0.07,0.00426,"Molecular Functions",177,"Cluster_4831",0.511899593362567,0.025057015725135,0.473940354099905,-0.87916341387817,0.0373944390969778,"Y","TP0_v_TP7_heat",-1.78087240123925,0.0119167492554888,"Y","TP0_v_TP7_heat","LOW QUALITY PROTEIN: sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata]","Sodium- and chloride-dependent GABA transporter 2 OS=Mus musculus GN=Slc6a13 PE=1 SV=1",159,-20.51,"72.73%","72.73%",22,"GO:0005887; GO:0005332; GO:0005215","GO:0016021; GO:0005328","Positive"
"373","evm.TU.chromosome_10.346","GO:0003842","1-pyrroline-5-carboxylate dehydrogenase activity",1,1,0,0.00011,"Molecular Functions",98,"Cluster_3293",-0.401181879518241,0.0886869004428797,0.658493037116453,1.08971899917507,0.0163145445514307,"Y","TP0_v_TP7_heat",-1.34713957796901,0.0322318117732271,"Y","TP0_v_TP7_heat","delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like [Stylophora pistillata]","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3",166,-23.15,"73.68%","89.47%",19,"GO:0005759; GO:0005739; GO:0003842; GO:0004029; GO:0042802; GO:0010133","GO:0003842; GO:0010133","Negative"
"374","evm.TU.chromosome_10.346","GO:0004029","aldehyde dehydrogenase (NAD+) activity",11,1,0.02,0.00117,"Molecular Functions",98,"Cluster_3293",-0.401181879518241,0.0886869004428797,0.658493037116453,1.08971899917507,0.0163145445514307,"Y","TP0_v_TP7_heat",-1.34713957796901,0.0322318117732271,"Y","TP0_v_TP7_heat","delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like [Stylophora pistillata]","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3",166,-23.15,"73.68%","89.47%",19,"GO:0005759; GO:0005739; GO:0003842; GO:0004029; GO:0042802; GO:0010133","GO:0003842; GO:0010133","Negative"
"375","evm.TU.chromosome_10.346","GO:0042802","identical protein binding",1554,2,2.72,0.01198,"Molecular Functions",98,"Cluster_3293",-0.401181879518241,0.0886869004428797,0.658493037116453,1.08971899917507,0.0163145445514307,"Y","TP0_v_TP7_heat",-1.34713957796901,0.0322318117732271,"Y","TP0_v_TP7_heat","delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like [Stylophora pistillata]","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3",166,-23.15,"73.68%","89.47%",19,"GO:0005759; GO:0005739; GO:0003842; GO:0004029; GO:0042802; GO:0010133","GO:0003842; GO:0010133","Negative"
"376","evm.TU.chromosome_11.1627","GO:0004867","serine-type endopeptidase inhibitor activity",67,1,0.12,0.00713,"Molecular Functions",136,"Cluster_1453",0.541088458712354,0.0167407986324439,0.421160456822385,-2.44065466783764,0.0306624880659699,"Y","TP0_v_TP7_heat",-2.11084246984522,0.00796731911550886,"Y","TP0_v_TP7_amb","collectin-12-like [Orbicella faveolata]","Collagen alpha-1(XXVIII) chain OS=Mus musculus GN=Col28a1 PE=2 SV=1",158,-21.1,"86.67%","86.67%",15,"GO:0005604; GO:0005581; GO:0031012; GO:0004867; GO:0007155","GO:0005581; GO:0016021","Positive"
"377","evm.TU.chromosome_11.1627","GO:0004867","serine-type endopeptidase inhibitor activity",67,1,0.12,0.00713,"Molecular Functions",137,"Cluster_1453",0.541088458712354,0.0167407986324439,0.421160456822385,-2.44065466783764,0.0306624880659699,"Y","TP0_v_TP7_heat",-1.91604663132552,0.0039771918208008,"Y","TP0_v_TP5_heat","collectin-12-like [Orbicella faveolata]","Collagen alpha-1(XXVIII) chain OS=Mus musculus GN=Col28a1 PE=2 SV=1",158,-21.1,"86.67%","86.67%",15,"GO:0005604; GO:0005581; GO:0031012; GO:0004867; GO:0007155","GO:0005581; GO:0016021","Positive"
"378","evm.TU.chromosome_11.1627","GO:0004867","serine-type endopeptidase inhibitor activity",67,1,0.12,0.00713,"Molecular Functions",138,"Cluster_1453",0.541088458712354,0.0167407986324439,0.421160456822385,-2.44065466783764,0.0306624880659699,"Y","TP0_v_TP7_heat",-2.29617526735665,0.00012330016261007,"Y","TP0_v_TP7_heat","collectin-12-like [Orbicella faveolata]","Collagen alpha-1(XXVIII) chain OS=Mus musculus GN=Col28a1 PE=2 SV=1",158,-21.1,"86.67%","86.67%",15,"GO:0005604; GO:0005581; GO:0031012; GO:0004867; GO:0007155","GO:0005581; GO:0016021","Positive"
"379","evm.TU.chromosome_12.3587","GO:0051538","3 iron, 4 sulfur cluster binding",4,1,0.01,0.00043,"Molecular Functions",68,"Cluster_8986",0.653876430696345,0.00239199445244772,0.218442678121405,0.883919748900948,0.0414126875936937,"Y","TP0_v_TP7_amb",1.92213709315473,0.00638007866559362,"Y","TP0_v_TP7_heat","cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata]","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",164,-22.26,"82.35%","88.24%",17,"GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099","GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040","Positive"
"380","evm.TU.chromosome_12.3587","GO:0051538","3 iron, 4 sulfur cluster binding",4,1,0.01,0.00043,"Molecular Functions",69,"Cluster_8986",0.653876430696345,0.00239199445244772,0.218442678121405,1.01500175573235,0.00327479014717844,"Y","TP0_v_TP7_heat",1.92213709315473,0.00638007866559362,"Y","TP0_v_TP7_heat","cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata]","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",164,-22.26,"82.35%","88.24%",17,"GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099","GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040","Positive"
"381","evm.TU.chromosome_12.3587","GO:0051539","4 iron, 4 sulfur cluster binding",43,1,0.08,0.00458,"Molecular Functions",68,"Cluster_8986",0.653876430696345,0.00239199445244772,0.218442678121405,0.883919748900948,0.0414126875936937,"Y","TP0_v_TP7_amb",1.92213709315473,0.00638007866559362,"Y","TP0_v_TP7_heat","cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata]","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",164,-22.26,"82.35%","88.24%",17,"GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099","GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040","Positive"
"382","evm.TU.chromosome_12.3587","GO:0051539","4 iron, 4 sulfur cluster binding",43,1,0.08,0.00458,"Molecular Functions",69,"Cluster_8986",0.653876430696345,0.00239199445244772,0.218442678121405,1.01500175573235,0.00327479014717844,"Y","TP0_v_TP7_heat",1.92213709315473,0.00638007866559362,"Y","TP0_v_TP7_heat","cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata]","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",164,-22.26,"82.35%","88.24%",17,"GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099","GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040","Positive"
"383","evm.TU.chromosome_12.3587","GO:0003994","aconitate hydratase activity",3,1,0.01,0.00032,"Molecular Functions",68,"Cluster_8986",0.653876430696345,0.00239199445244772,0.218442678121405,0.883919748900948,0.0414126875936937,"Y","TP0_v_TP7_amb",1.92213709315473,0.00638007866559362,"Y","TP0_v_TP7_heat","cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata]","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",164,-22.26,"82.35%","88.24%",17,"GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099","GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040","Positive"
"384","evm.TU.chromosome_12.3587","GO:0003994","aconitate hydratase activity",3,1,0.01,0.00032,"Molecular Functions",69,"Cluster_8986",0.653876430696345,0.00239199445244772,0.218442678121405,1.01500175573235,0.00327479014717844,"Y","TP0_v_TP7_heat",1.92213709315473,0.00638007866559362,"Y","TP0_v_TP7_heat","cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata]","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",164,-22.26,"82.35%","88.24%",17,"GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099","GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040","Positive"
"385","evm.TU.chromosome_12.3587","GO:0030350","iron-responsive element binding",2,1,0,0.00021,"Molecular Functions",68,"Cluster_8986",0.653876430696345,0.00239199445244772,0.218442678121405,0.883919748900948,0.0414126875936937,"Y","TP0_v_TP7_amb",1.92213709315473,0.00638007866559362,"Y","TP0_v_TP7_heat","cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata]","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",164,-22.26,"82.35%","88.24%",17,"GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099","GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040","Positive"
"386","evm.TU.chromosome_12.3587","GO:0030350","iron-responsive element binding",2,1,0,0.00021,"Molecular Functions",69,"Cluster_8986",0.653876430696345,0.00239199445244772,0.218442678121405,1.01500175573235,0.00327479014717844,"Y","TP0_v_TP7_heat",1.92213709315473,0.00638007866559362,"Y","TP0_v_TP7_heat","cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata]","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",164,-22.26,"82.35%","88.24%",17,"GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099","GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040","Positive"
"387","evm.TU.chromosome_12.3587","GO:0046872","metal ion binding",6407,9,11.2,0.01857,"Molecular Functions",68,"Cluster_8986",0.653876430696345,0.00239199445244772,0.218442678121405,0.883919748900948,0.0414126875936937,"Y","TP0_v_TP7_amb",1.92213709315473,0.00638007866559362,"Y","TP0_v_TP7_heat","cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata]","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",164,-22.26,"82.35%","88.24%",17,"GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099","GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040","Positive"
"388","evm.TU.chromosome_12.3587","GO:0046872","metal ion binding",6407,9,11.2,0.01857,"Molecular Functions",69,"Cluster_8986",0.653876430696345,0.00239199445244772,0.218442678121405,1.01500175573235,0.00327479014717844,"Y","TP0_v_TP7_heat",1.92213709315473,0.00638007866559362,"Y","TP0_v_TP7_heat","cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata]","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",164,-22.26,"82.35%","88.24%",17,"GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099","GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040","Positive"
